X;Y;calle;tipocalle;angulo;tipo
728417.771;4370902.514;LUIS BOLINCHES COMPAÑ (ESCULTOR);C/;348;1
728074.866;4370985.195;LUIS BOLINCHES COMPAÑ (ESCULTOR);C/;346;1
728335.889;4370922.705;LUIS BOLINCHES COMPAÑ (ESCULTOR);C/;345;1
728495.819;4370883.71899999958;LUIS BOLINCHES COMPAÑ (ESCULTOR);C/;346;1
728248.26;4370945.292;LUIS BOLINCHES COMPAÑ (ESCULTOR);C/;346;1
723890.554;4375021.705;LUIS BRAILLE;C/;39;2
723952.612;4375073.847;LUIS BRAILLE;C/;40;2
724026.018;4375136.097;LUIS BRAILLE;C/;40;2
723462.466;4373320.959;LUIS BUÑUEL (DIRECTOR DE CINE);C/;120;1
723406.817;4373416.154;LUIS BUÑUEL (DIRECTOR DE CINE);C/;120;1
723353.41;4373508.46499999985;LUIS BUÑUEL (DIRECTOR DE CINE);C/;119;4
724320.699;4371084.872;LUIS CAMPOS;C/;0;0
721981.437;4375625.349;LUIS CANO;C/;107;2
721942.187;4375641.599;LUIS CANO;C/;4;4
721953.125;4375603.599;LUIS CANO;C/;185;4
727301.781;4372917.17499999981;LUIS CASANOVA;C/;341;2
725284.919;4374409.473;LUIS CRUMIERE;C/;286;4
729541.142;4372521.978;LUIS DESPUIG;C/;256;4
729487.154;4372220.227;LUIS DESPUIG;C/;259;4
729501.998;4372296.983;LUIS DESPUIG;C/;259;4
729522.715;4372436.821;LUIS DESPUIG;C/;264;4
729517.625;4372392.728;LUIS DESPUIG;C/;263;4
729512.546;4372351.355;LUIS DESPUIG;C/;263;4
722903.328;4371699.37799999956;LUIS FENOLLET;C/;277;3
728335.435;4370719.808;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;330;2
728445.144;4370676.176;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;351;2
728618.48;4370674.576;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;10;1
727955.426;4371027.37;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;140;4
727849.928;4371113.019;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;141;4
728097.148;4370906.127;LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);C/;139;4
723063.607;4379924.525;LUIS JANINI;C/;213;4
723552.867;4372268.36799999978;LUIS LAMARCA;C/;180;1
723321.304;4372229.838;LUIS LAMARCA;C/;190;1
723473.639;4372258.82199999969;LUIS LAMARCA;C/;191;1
723658.419;4372269.07799999975;LUIS LAMARCA;C/;180;1
724158.796;4375377.28299999982;LUIS MARTI ALEGRE;C/;302;2
724139.814;4375284.523;LUIS MARTI ALEGRE;C/;252;4
728051.93;4371610.615;LUIS MERELO Y MAS (ENGINYER INDUSTRIAL);C/;252;1
728022.861;4371493.35699999984;LUIS MERELO Y MAS (ENGINYER INDUSTRIAL);C/;0;0
727660.242;4372384.348;LUIS MILAN;C/;251;4
727641.731;4372331.807;LUIS MILAN;C/;250;4
726603.963;4371109.70199999958;LUIS OLIAG;C/;206;4
726470.867;4371044.655;LUIS OLIAG;C/;206;4
726691.72;4371153.257;LUIS OLIAG;C/;206;4
726766.593;4371190.148;LUIS OLIAG;C/;207;4
727011.706;4371312.67399999965;LUIS OLIAG;C/;206;4
726882.193;4371248.50499999989;LUIS OLIAG;C/;207;4
729339.953;4372738.02;LUIS PEIXO;C/;83;1
729351.443;4372836.42899999954;LUIS PEIXO;C/;84;1
729345.698;4372784.355;LUIS PEIXO;C/;83;1
729328.673;4372650.89099999983;LUIS PEIXO;C/;86;1
729363.951;4372935.56099999975;LUIS PEIXO;C/;82;1
729333.374;4372690.745;LUIS PEIXO;C/;81;1
729345.088;4372900.593;LUIS PEIXO;C/;264;4
729318.258;4372663.204;LUIS PEIXO;C/;266;4
729323.715;4372717.53799999971;LUIS PEIXO;C/;263;4
729327.829;4372771.917;LUIS PEIXO;C/;269;4
723669.485;4371571.872;LUIS SANJUAN;C/;0;0
726430.873;4371509.883;LUIS SANTANGEL;C/;301;1
726490.487;4371408.85699999984;LUIS SANTANGEL;C/;301;1
726560.299;4371288.85699999984;LUIS SANTANGEL;C/;300;1
725808.4;4372614.85599999968;LUIS VIVES;C/;0;0
725816.056;4372651.105;LUIS VIVES;C/;0;0
725504.729;4373029.98699999973;LUSITANOS;C/;0;0
725853.329;4374250.075;LUZ CASANOVA;C/;0;0
725889.816;4374241.94099999964;LUZ CASANOVA;C/;79;1
725895.016;4374265.207;LUZ CASANOVA;C/;76;1
725923.974;4374400.097;LUZ CASANOVA;C/;78;1
725903.767;4374304.852;LUZ CASANOVA;C/;78;1
725882.275;4374204.063;LUZ CASANOVA;C/;78;1
722391.56;4371858.627;LUZ;C/;213;1
722359.796;4371919.63399999961;LUZ;C/;6;1
722401.733;4371924.383;LUZ;C/;7;1
722380.765;4371958.883;LUZ;C/;0;0
722375.158;4371889.621;LUZ;C/;0;0
722387.219;4371987.75399999972;LUZ;C/;187;4
729560.387;4369986.122;"MACARENA, LA";C/;0;0
723697.291;4373610.792;MACASTRE;C/;0;0
723662.945;4373593.682;MACASTRE;C/;0;0
729132.313;4372144.682;MADERAS;C/;252;1
728975.883;4371687.26599999983;MADERAS;C/;250;1
729099.123;4372049.126;MADERAS;C/;250;1
729001.165;4371758.76499999966;MADERAS;C/;249;1
728918.321;4371524.27;MADERAS;C/;250;1
729115.146;4372093.55;MADERAS;C/;250;1
729020.595;4371814.06099999975;MADERAS;C/;252;4
728898.422;4371467.79;MADERAS;C/;251;4
729075.727;4371982.51;MADERAS;C/;251;4
728987.165;4371719.76599999983;MADERAS;C/;252;4
728935.634;4371573.519;MADERAS;C/;251;4
729045.314;4371890.81;MADERAS;C/;252;4
728958.227;4371638.267;MADERAS;C/;250;4
723474.981;4371532.59;MADRE ALBERTA GIMENEZ;C/;0;0
722764.436;4371694.173;MADRE JUANA MARIA CONDESA LLUCH;C/;6;4
725963.999;4373418.60099999979;MADRE SACRAMENTO;C/;241;4
725843.273;4373534.906;MADRE TERESA JORNET;C/;345;4
725462.843;4372428.86799999978;MADRINA;C/;0;0
729525.988;4371785.91;MAESTRA PILAR HERNANDEZ;C/;258;3
729534.815;4371831.47599999979;MAESTRA PILAR HERNANDEZ;C/;260;3
725517.589;4377435.89699999988;MAESTRA TERESITA NUÑEZ;C/;174;4
726060.613;4372935.695;"MAESTRES, LOS";C/;0;0
726067.712;4372977.916;"MAESTRES, LOS";C/;0;0
726308.775;4371143.149;MAESTRO AGUILAR;C/;108;4
726236.441;4371290.85;MAESTRO AGUILAR;C/;124;4
726212.332;4371324.586;MAESTRO AGUILAR;C/;132;4
726274.369;4371234.637;MAESTRO AGUILAR;C/;124;4
721955.938;4375760.349;MAESTRO ALBERTO LUZ;C/;4;4
721922.469;4375757.849;MAESTRO ALBERTO LUZ;C/;5;4
722075.781;4375769.849;MAESTRO ALBERTO LUZ;C/;5;4
721880.007;4375754.267;MAESTRO ALBERTO LUZ;C/;5;4
722017.875;4375765.099;MAESTRO ALBERTO LUZ;C/;5;4
724072.54;4373531.024;MAESTRO ARAMBUL SANZ;C/;0;0
724019.806;4373500.138;MAESTRO ARAMBUL SANZ;C/;0;0
724039.743;4372343.365;MAESTRO ASENSI;C/;357;4
723714.915;4373565.52699999977;MAESTRO BAGANT;C/;345;4
723660.641;4373578.52;MAESTRO BAGANT;C/;347;4
723571.581;4373586.468;MAESTRO BAGANT;C/;7;4
723747.442;4373557.108;MAESTRO BAGANT;C/;346;4
724456.054;4371792.644;MAESTRO BELLVER;C/;245;1
724357.329;4371581.119;MAESTRO BELLVER;C/;67;4
724396.203;4371665.883;MAESTRO BELLVER;C/;65;4
724339.767;4371540.119;MAESTRO BELLVER;C/;67;4
727306.472;4374102.519;MAESTRO BUENAVENTURA PASCUAL;C/;264;4
727183.937;4374097.84499999974;MAESTRO CABALLERO;C/;0;0
727187.343;4374144.84499999974;MAESTRO CABALLERO;C/;0;0
725533.635;4372345.084;MAESTRO CLAVE;C/;0;0
725470.112;4377298.54399999976;MAESTRO CRISTOBAL LEON;C/;155;1
725401.463;4377326.58299999963;MAESTRO CRISTOBAL LEON;C/;160;1
725531.808;4377264.11699999962;MAESTRO CRISTOBAL LEON;C/;119;2
725460.055;4377302.14;MAESTRO CRISTOBAL LEON;C/;157;2
726985.518;4373568.308;MAESTRO ESTEBAN CATALA;C/;251;4
726814.513;4367136.972;MAESTRO FRANCISCO SANCHIS HUERTA;C/;0;0
726336.925;4371669.10699999984;MAESTRO GOZALBO;C/;301;1
726272.732;4371778.10699999984;MAESTRO GOZALBO;C/;300;1
724344.339;4372613.11199999973;MAESTRO GUERRERO;C/;31;4
724171.329;4372509.963;MAESTRO GUERRERO;C/;31;4
724288.463;4372579.613;MAESTRO GUERRERO;C/;31;4
724230.549;4372545.07299999986;MAESTRO GUERRERO;C/;31;4
726245.546;4371534.115;MAESTRO JOSE SERRANO;C/;210;1
724056.623;4374930.536;MAESTRO MIGUEL GALAN;C/;219;4
724120.766;4374986.598;MAESTRO MIGUEL GALAN;C/;220;4
724151.641;4375013.097;MAESTRO MIGUEL GALAN;C/;221;4
724183.775;4375042.781;MAESTRO MIGUEL GALAN;C/;225;4
724005.391;4374887.598;MAESTRO MIGUEL GALAN;C/;221;4
724095.279;4374963.786;MAESTRO MIGUEL GALAN;C/;223;4
724968.561;4372360.79899999965;MAESTRO PALAU;C/;198;4
722193.647;4375767.836;MAESTRO PLASENCIA;C/;0;0
722211.163;4375797.10099999979;MAESTRO PLASENCIA;C/;51;1
723882.6;4372941.586;MAESTRO RODRIGO (MUSICO);C/;302;2
723768.633;4373126.245;MAESTRO RODRIGO (MUSICO);C/;303;2
723849.561;4372995.11199999973;MAESTRO RODRIGO (MUSICO);C/;302;2
722787.315;4374741.32799999975;MAESTRO RODRIGO (MUSICO);C/;302;2
723807.818;4373062.307;MAESTRO RODRIGO (MUSICO);C/;302;2
723008.193;4374349.462;MAESTRO RODRIGO (MUSICO);C/;300;1
723539.29;4373493.94099999964;MAESTRO RODRIGO (MUSICO);C/;300;1
723706.888;4373207.519;MAESTRO RODRIGO (MUSICO);C/;300;1
723517.976;4373600.12299999967;MAESTRO RODRIGO (MUSICO);C/;88;1
723470.102;4373574.22;MAESTRO RODRIGO (MUSICO);C/;327;1
723594.242;4373400.331;MAESTRO RODRIGO (MUSICO);C/;301;1
723433.529;4373704.52;MAESTRO RODRIGO (MUSICO);C/;121;1
723366.205;4373779.744;MAESTRO RODRIGO (MUSICO);C/;300;1
723498.853;4373554.324;MAESTRO RODRIGO (MUSICO);C/;324;1
723646.336;4373311.696;MAESTRO RODRIGO (MUSICO);C/;300;1
723235.296;4373999.69799999986;MAESTRO RODRIGO (MUSICO);C/;301;1
723371.279;4373808.81099999975;MAESTRO RODRIGO (MUSICO);C/;121;1
723266.905;4373977.069;MAESTRO RODRIGO (MUSICO);C/;122;1
723695.617;4373261.012;MAESTRO RODRIGO (MUSICO);C/;120;4
723545.673;4373514.718;MAESTRO RODRIGO (MUSICO);C/;120;4
723608.996;4373407.683;MAESTRO RODRIGO (MUSICO);C/;121;4
723456.287;4373645.96;MAESTRO RODRIGO (MUSICO);C/;209;4
722984.978;4374454.371;MAESTRO RODRIGO (MUSICO);C/;121;4
723130.347;4374202.849;MAESTRO RODRIGO (MUSICO);C/;121;4
723067.605;4374312.608;MAESTRO RODRIGO (MUSICO);C/;120;4
722928.419;4374549.73099999968;MAESTRO RODRIGO (MUSICO);C/;121;4
725101.582;4371171.966;MAESTRO SOSA;C/;326;1
724998.042;4371254.778;MAESTRO SOSA;C/;323;2
724895.796;4371330.11699999962;MAESTRO SOSA;C/;324;2
725108.844;4371203.263;MAESTRO SOSA;C/;165;4
728637.849;4371615.07199999969;MAESTRO VALLS;C/;252;1
728691.469;4371784.11099999957;MAESTRO VALLS;C/;251;1
728701.825;4371813.03699999955;MAESTRO VALLS;C/;252;1
728681.824;4371756.53799999971;MAESTRO VALLS;C/;251;1
728673.322;4371726.619;MAESTRO VALLS;C/;255;4
728757.574;4371972.78299999982;MAESTRO VALLS;C/;251;4
728720.887;4371868.036;MAESTRO VALLS;C/;251;4
723530.581;4371652.278;MAGUNCIA;C/;168;3
728915.584;4380209.519;MAHUELLA;C/;10;2
729053.769;4367045.14599999972;MAJOR;C/;0;0
729042.476;4366999.48599999957;MAJOR;C/;0;0
729071.803;4367071.98599999957;MAJOR;C/;13;3
728999.581;4366989.83899999969;MAJOR;C/;191;3
728994.873;4367054.76599999983;MAJOR;C/;12;3
724864.144;4371950.779;MALABUCHE;C/;336;3
725332.515;4373871.59499999974;MALAGA;C/;177;1
725108.406;4373836.71899999958;MALAGA;C/;196;2
725419.596;4373866.85099999979;MALAGA;C/;177;2
725051.409;4373793.84;MALAGA;C/;230;2
725374.509;4373869.44199999981;MALAGA;C/;177;2
725199.337;4373864.342;MALAGA;C/;196;2
725150.816;4373849.352;MALAGA;C/;197;2
725317.277;4372540.892;MALDONADO;C/;60;4
725302.743;4372515.358;MALDONADO;C/;60;4
725290.993;4372494.859;MALDONADO;C/;60;4
725267.635;4372453.91899999976;MALDONADO;C/;60;4
725162.086;4372402.86;MALDONADO;C/;12;4
725206.555;4372413.109;MALDONADO;C/;14;4
725245.014;4372423.525;MALDONADO;C/;17;4
725280.774;4372476.859;MALDONADO;C/;61;4
725123.0;4372394.563;MALDONADO;C/;12;4
725069.287;4372383.46899999958;MALDONADO;C/;11;4
725531.364;4370917.41199999955;MALILLA;C/;38;2
725583.283;4369702.438;MALILLA;C/;246;2
725596.785;4369713.889;MALILLA;C/;86;1
725527.195;4370005.723;MALILLA;C/;85;3
725545.286;4369621.81;MALILLA;C/;221;3
725520.403;4369941.971;MALILLA;C/;83;3
725320.743;4368640.943;MALILLA;C/;44;1
725556.197;4370337.61799999978;MALILLA;C/;81;2
725502.082;4369979.309;MALILLA;C/;82;2
725491.786;4369907.871;MALILLA;C/;82;2
725513.024;4370050.722;MALILLA;C/;82;2
725482.886;4369843.11099999957;MALILLA;C/;82;2
725519.967;4370100.58899999969;MALILLA;C/;82;2
725465.424;4369244.94199999981;MALILLA;C/;260;2
725546.509;4370278.36799999978;MALILLA;C/;81;2
725536.04;4370213.93;MALILLA;C/;81;2
725468.086;4369391.142;MALILLA;C/;284;2
725374.647;4368817.67399999965;MALILLA;C/;258;2
725418.626;4369036.64499999955;MALILLA;C/;260;2
725445.188;4369155.626;MALILLA;C/;257;2
725527.133;4370151.619;MALILLA;C/;82;2
725568.697;4370413.36699999962;MALILLA;C/;81;2
725469.792;4369741.08;MALILLA;C/;83;2
725446.359;4369606.05;MALILLA;C/;79;2
725586.61;4370513.22;MALILLA;C/;81;2
725365.369;4368635.89699999988;MALILLA;C/;136;4
725489.774;4372527.35699999984;MALLORQUINS;C/;256;1
725477.087;4372473.608;MALLORQUINS;C/;257;1
725484.181;4372504.358;MALLORQUINS;C/;256;1
724954.485;4371428.366;MALUQUER;C/;318;1
729859.764;4372931.369;MALVARROSA;C/;270;1
729816.408;4373350.971;MALVARROSA;C/;272;1
729823.912;4373090.35599999968;MALVARROSA;C/;272;1
729807.627;4373683.97499999963;MALVARROSA;C/;271;1
729810.304;4373572.473;MALVARROSA;C/;272;1
729820.033;4373218.96899999958;MALVARROSA;C/;272;1
729818.53;4373273.97;MALVARROSA;C/;272;1
729813.221;4373465.972;MALVARROSA;C/;272;1
729814.273;4373776.017;MALVARROSA;C/;265;1
729821.595;4373162.46899999958;MALVARROSA;C/;272;1
729825.971;4373888.53899999987;MALVARROSA;C/;264;1
729808.721;4373636.47499999963;MALVARROSA;C/;271;1
729856.784;4373004.252;MALVARROSA;C/;273;1
725650.996;4372995.605;MANISES;C/;0;0
725644.732;4372980.172;MANISES;C/;0;0
725677.621;4372983.354;MANISES;C/;0;0
725623.536;4372974.467;MANISES;C/;0;0
723840.432;4372475.341;MANOLO TABERNER;C/;87;4
723825.054;4372301.944;MANOLO TABERNER;C/;89;4
725575.337;4372625.85699999984;MANTAS;C/;0;0
729392.924;4369644.711;MANUEL ANDRES;C/;78;4
729431.704;4369837.722;MANUEL ANDRES;C/;80;4
725023.979;4369922.694;MANUEL ARNAU;C/;173;2
725079.691;4369916.12399999984;MANUEL ARNAU;C/;173;2
725136.547;4369909.27699999977;MANUEL ARNAU;C/;174;3
728555.973;4373169.495;MANUEL BROSETA I PONT (IL.LUSTRE CATEDRATIC);C/;0;0
728604.052;4373221.47;MANUEL BROSETA I PONT (IL.LUSTRE CATEDRATIC);C/;0;0
728611.146;4373151.77199999988;MANUEL BROSETA I PONT (IL.LUSTRE CATEDRATIC);C/;0;0
728585.212;4373258.899;MANUEL BROSETA I PONT (IL.LUSTRE CATEDRATIC);C/;0;0
729559.917;4369582.792;MANUEL CARBONERES;C/;240;1
729577.447;4369556.93499999959;MANUEL CARBONERES;C/;54;1
726975.282;4374120.596;MANUEL CASTELLANOS;C/;0;0
724785.576;4368721.167;MANUEL COLOMER MARCO;C/;350;3
724614.527;4368739.963;MANUEL COLOMER MARCO;C/;170;4
724409.558;4368778.459;MANUEL COLOMER MARCO;C/;345;9
723411.297;4372730.091;MANUEL DE FALLA;C/;192;4
723236.257;4372689.012;MANUEL DE FALLA;C/;191;4
723524.532;4372756.10099999979;MANUEL DE FALLA;C/;197;4
723129.914;4372670.35699999984;MANUEL DE FALLA;C/;195;4
723622.364;4372784.85699999984;MANUEL DE FALLA;C/;196;4
723576.45;4372771.479;MANUEL DE FALLA;C/;196;4
723678.64;4372800.574;MANUEL DE FALLA;C/;195;4
723815.393;4372845.285;MANUEL DE FALLA;C/;198;4
725729.301;4371004.7;MANUEL GRANERO;C/;0;0
725813.983;4371016.363;MANUEL GRANERO;C/;0;0
725728.045;4370927.114;MANUEL GRANERO;C/;0;0
725792.277;4370964.92499999981;MANUEL GRANERO;C/;0;0
723742.547;4371557.622;MANUEL GRIFOLL;C/;0;0
724379.461;4367433.69099999964;MANUEL IRANZO;C/;166;4
726247.693;4374051.9;MANUEL LAGUARDA CUBELLS;C/;341;3
727775.617;4372643.19799999986;MANUEL MARTI;C/;162;4
727719.117;4372661.69799999986;MANUEL MARTI;C/;342;9
724364.551;4375208.03899999987;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724544.366;4375358.99;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724440.945;4375331.484;MANUEL MELIA I FUSTER (DON PIO);C/;219;1
724304.264;4375157.19199999981;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724467.094;4375293.88499999978;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724544.366;4375358.99;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724519.315;4375396.41;MANUEL MELIA I FUSTER (DON PIO);C/;220;1
724440.945;4375331.484;MANUEL MELIA I FUSTER (DON PIO);C/;219;1
724467.094;4375293.88499999978;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724235.225;4375088.062;MANUEL MELIA I FUSTER (DON PIO);C/;40;1
724519.315;4375396.41;MANUEL MELIA I FUSTER (DON PIO);C/;220;1
724192.877;4375140.013;MANUEL MELIA I FUSTER (DON PIO);C/;221;4
724334.418;4375243.906;MANUEL MELIA I FUSTER (DON PIO);C/;221;4
724274.527;4375192.61699999962;MANUEL MELIA I FUSTER (DON PIO);C/;220;4
724598.911;4370999.93499999959;MANUEL SIMO;C/;0;0
724316.231;4371137.372;MANUEL SIMO;C/;329;4
724493.775;4371022.64099999983;MANUEL SIMO;C/;335;4
724359.637;4371107.122;MANUEL SIMO;C/;322;4
724440.39;4371050.326;MANUEL SIMO;C/;328;4
724397.95;4371076.75299999956;MANUEL SIMO;C/;320;4
724277.272;4371162.19799999986;MANUEL SIMO;C/;326;4
729685.297;4370703.213;MANUEL SOTO (INGENIERO);C/;1;1
729461.137;4371192.063;MANUEL SOTO (INGENIERO);C/;292;2
729701.589;4370638.659;MANUEL SOTO (INGENIERO);C/;59;2
729496.834;4371110.775;MANUEL SOTO (INGENIERO);C/;295;2
729566.446;4370956.07;MANUEL SOTO (INGENIERO);C/;299;2
729687.023;4370784.148;MANUEL SOTO (INGENIERO);C/;303;2
729248.819;4372501.001;MANUELA ESTELLES;C/;76;1
729264.054;4372561.23;MANUELA ESTELLES;C/;76;1
729277.538;4372615.25;MANUELA ESTELLES;C/;76;1
729230.117;4372414.308;MANUELA ESTELLES;C/;85;1
729217.07;4372301.752;MANUELA ESTELLES;C/;263;4
729207.882;4372224.752;MANUELA ESTELLES;C/;263;4
726461.407;4373962.911;MANZANERA;C/;72;1
725855.032;4373642.60099999979;MAÑA;C/;3;3
725808.626;4373641.10099999979;MAÑA;C/;2;3
726008.213;4372646.355;MAR;C/;353;1
725972.099;4372650.78299999982;MAR;C/;352;1
725987.681;4372648.855;MAR;C/;355;1
725789.557;4372680.355;MAR;C/;347;1
726044.227;4372644.104;MAR;C/;90;1
726205.868;4372580.604;MAR;C/;346;1
725829.989;4372671.85;MAR;C/;349;1
725884.65;4372660.855;MAR;C/;352;1
725849.4;4372666.855;MAR;C/;346;1
725809.182;4372676.105;MAR;C/;348;1
725934.35;4372654.98599999957;MAR;C/;353;1
726092.681;4372620.354;MAR;C/;328;1
726153.462;4372593.604;MAR;C/;346;1
727399.811;4373964.59499999974;MARCELINO GINER;C/;83;1
724958.138;4373986.085;MARCHALENES;C/;188;1
724800.479;4374006.613;MARCHALENES;C/;196;1
725018.348;4373989.608;MARCHALENES;C/;174;1
724747.985;4374025.649;MARCHALENES;C/;0;0
724756.146;4373991.38399999961;MARCHALENES;C/;225;4
724858.816;4374008.371;MARCHALENES;C/;152;9
724897.173;4373992.31699999981;MARCHALENES;C/;167;9
722430.359;4371978.632;MARCONI;C/;255;1
722415.355;4371809.14099999983;MARCONI;C/;257;1
722421.576;4371945.346;MARCONI;C/;255;1
722440.297;4372016.381;MARCONI;C/;255;1
722424.357;4371859.64599999972;MARCONI;C/;273;1
722421.889;4371907.633;MARCONI;C/;273;1
724517.962;4370782.807;MARE PETRA (RELIGIOSA);C/;332;4
725370.251;4370302.44699999969;MARGALLONS;C/;262;1
725362.911;4370236.92399999965;MARGALLONS;C/;265;1
725355.846;4370174.98;MARGALLONS;C/;261;9
725810.253;4372588.44199999981;MARGARITA VALLDAURA;C/;0;0
725714.229;4375162.34399999958;MARIA AUXILIADORA;C/;288;4
725747.885;4375056.84499999974;MARIA AUXILIADORA;C/;288;4
724935.965;4372950.108;MARIA BENEYTO (ESCRIPTORA);C/;0;0
724968.383;4372883.043;MARIA BENEYTO (ESCRIPTORA);C/;0;0
729696.387;4373394.69;MARIA CARBONELL (MESTRA);C/;0;0
725570.744;4372563.10699999984;MARIA CRISTINA;C/;127;4
725594.181;4372532.10699999984;MARIA CRISTINA;C/;127;4
725615.849;4372499.133;MARIA CRISTINA;C/;122;4
725605.931;4372515.35699999984;MARIA CRISTINA;C/;121;4
725631.087;4372473.35699999984;MARIA CRISTINA;C/;120;4
724575.192;4370238.119;MARIA DE MOLINA;C/;264;2
724567.504;4370164.126;MARIA DE MOLINA;C/;84;4
724276.145;4375266.696;MARIA FERNANDA D´OCON (ACTRIU);C/;132;4
724335.357;4371206.121;MARIA JORDAN;C/;54;4
725148.74;4372049.61199999973;MARIA LLACER;C/;314;1
725072.365;4372127.61199999973;MARIA LLACER;C/;315;4
725122.115;4372076.86199999973;MARIA LLACER;C/;314;4
724446.838;4367486.688;MARIA ROS (CANTANTE);C/;255;1
725318.289;4375243.893;MARIA TERESA OLLER I BENLLOCH (MUSICOLOGA);C/;288;4
725699.578;4372503.61699999962;MARIANO BENLLIURE;C/;0;0
725693.618;4372531.10699999984;MARIANO BENLLIURE;C/;0;0
725711.336;4372459.60699999984;MARIANO BENLLIURE;C/;0;0
724651.214;4368195.89499999955;MARIANO BRULL;C/;261;3
729532.971;4371644.224;MARIANO CUBER;C/;174;4
729561.846;4371640.972;MARIANO CUBER;C/;173;4
729464.128;4371652.23;MARIANO CUBER;C/;173;4
729416.79;4371657.819;MARIANO CUBER;C/;173;4
729490.815;4371649.228;MARIANO CUBER;C/;174;4
729625.751;4371636.717;MARIANO CUBER;C/;177;4
729594.939;4371638.22;MARIANO CUBER;C/;177;4
729655.344;4371635.46499999985;MARIANO CUBER;C/;178;4
729195.85;4371683.75;MARIANO CUBER;C/;173;4
729235.662;4371678.997;MARIANO CUBER;C/;173;4
729366.317;4371663.73699999973;MARIANO CUBER;C/;173;4
729687.969;4371633.963;MARIANO CUBER;C/;177;4
729509.423;4371646.92;MARIANO CUBER;C/;174;4
729304.723;4371670.99199999962;MARIANO CUBER;C/;173;4
723312.686;4370213.478;MARIANO DE CAVIA;C/;28;1
723417.376;4370268.319;MARIANO DE CAVIA;C/;27;4
723510.806;4370316.084;MARIANO DE CAVIA;C/;27;4
724498.829;4371619.61799999978;MARIANO RIBERA;C/;198;3
724431.024;4371613.51499999966;MARIANO RIBERA;C/;186;3
724216.764;4371648.9;MARIANO RIBERA;C/;344;4
724317.642;4371620.619;MARIANO RIBERA;C/;345;4
723408.33;4374457.45;"MARINA ALTA, LA";C/;171;1
723457.511;4374410.57699999958;"MARINA ALTA, LA";C/;116;1
723485.269;4374355.96399999969;"MARINA ALTA, LA";C/;118;1
723248.088;4374754.434;"MARINA ALTA, LA";C/;123;4
723272.67;4374634.315;"MARINA ALTA, LA";C/;120;4
723344.394;4374509.758;"MARINA ALTA, LA";C/;120;4
723040.206;4374630.882;"MARINA BAIXA, LA";C/;300;4
723136.902;4374554.724;"MARINA BAIXA, LA";C/;301;4
723276.534;4374231.416;"MARINA BAIXA, LA";C/;299;4
723246.542;4374283.366;"MARINA BAIXA, LA";C/;301;4
723212.382;4374429.084;"MARINA BAIXA, LA";C/;302;4
723229.34;4374347.684;"MARINA BAIXA, LA";C/;252;4
729853.815;4372602.444;"MARINA, LA";C/;0;0
729726.236;4372615.297;"MARINA, LA";C/;0;0
729784.693;4372609.478;"MARINA, LA";C/;0;0
729756.688;4372612.21;"MARINA, LA";C/;0;0
729693.569;4372618.511;"MARINA, LA";C/;0;0
729815.217;4372606.428;"MARINA, LA";C/;0;0
729631.909;4372624.72599999979;"MARINA, LA";C/;173;4
729581.879;4372630.229;"MARINA, LA";C/;174;4
729605.378;4372627.728;"MARINA, LA";C/;174;4
729553.133;4372633.12799999956;"MARINA, LA";C/;174;4
729662.284;4372621.474;"MARINA, LA";C/;174;4
723635.79;4373510.02099999972;MARINES;C/;279;4
723615.604;4373657.684;MARINES;C/;284;4
723629.044;4373563.35599999968;MARINES;C/;276;4
723624.442;4373609.108;MARINES;C/;276;4
728489.202;4371816.803;MARINO ALBESA;C/;161;4
728545.2;4371797.132;MARINO ALBESA;C/;161;4
728334.672;4371870.564;MARINO ALBESA;C/;161;4
728262.986;4371895.569;MARINO ALBESA;C/;161;4
728185.83;4371922.575;MARINO ALBESA;C/;161;4
728626.137;4371767.792;MARINO ALBESA;C/;160;4
728420.852;4371840.53699999955;MARINO ALBESA;C/;161;4
729311.56;4372459.872;MARINO BLAS DE LEZO;C/;82;1
729280.416;4372237.82;MARINO BLAS DE LEZO;C/;82;1
729302.497;4372385.372;MARINO BLAS DE LEZO;C/;85;1
729258.394;4372225.55;MARINO BLAS DE LEZO;C/;265;4
729274.846;4372403.86;MARINO BLAS DE LEZO;C/;247;4
729294.752;4372475.98699999973;MARINO BLAS DE LEZO;C/;261;4
729301.444;4372524.126;MARINO BLAS DE LEZO;C/;262;4
729305.131;4372550.057;MARINO BLAS DE LEZO;C/;262;4
729312.139;4372604.42;MARINO BLAS DE LEZO;C/;263;4
729323.129;4372573.71899999958;MARINO BLAS DE LEZO;C/;86;4
729446.3;4372058.523;MARINO SIRERA;C/;82;1
