X;Y;calle;tipocalle;angulo;tipo
722843.31;4379988.38499999978;1 D´OCTUBRE;C/;120;2
722919.291;4379861.439;1 D´OCTUBRE;C/;122;2
722817.408;4380034.889;1 D´OCTUBRE;C/;118;2
722793.195;4380077.644;1 D´OCTUBRE;C/;121;2
722868.356;4379946.102;1 D´OCTUBRE;C/;121;2
722893.926;4379903.132;1 D´OCTUBRE;C/;120;2
729522.109;4371708.16899999976;ABADIA DEL ROSARIO;C/;0;0
725739.339;4372563.213;ABADIA SAN MARTIN;C/;0;0
725428.532;4372922.10099999979;ABADIA SAN NICOLAS;C/;0;0
729268.538;4371392.314;ABASTOS;C/;258;1
729255.355;4371329.864;ABASTOS;C/;258;4
726263.102;4373636.275;ABEJUELA;C/;343;2
727837.543;4372265.591;ABEN AL ABBAR;C/;72;4
727854.367;4372318.847;ABEN AL ABBAR;C/;72;4
727774.741;4372067.098;ABEN AL ABBAR;C/;72;4
727734.834;4371941.098;ABEN AL ABBAR;C/;72;4
727796.235;4372135.11;ABEN AL ABBAR;C/;72;4
727818.335;4372204.847;ABEN AL ABBAR;C/;72;4
726205.545;4370823.86099999957;ABEN AMIR;C/;88;4
724621.704;4374582.835;ACACIAS;C/;69;1
724572.666;4374457.35;ACACIAS;C/;69;1
724813.29;4374321.85;ACADEMICO CASTAÑEDA;C/;196;3
730007.437;4372857.689;ACEQUIA DE LA CADENA;C/;2;2
730077.967;4372855.94799999986;ACEQUIA DE LA CADENA;C/;178;4
726809.838;4369628.78699999955;ACEQUIA FABIANA;C/;57;2
726712.4;4369660.967;ACEQUIA FABIANA;C/;337;2
724661.882;4373988.369;ACORAZADO;C/;207;2
723630.508;4370782.37799999956;ACTOR DANIEL BENITEZ;C/;0;0
728757.192;4372646.78699999955;ACTOR ENRIQUE RAMBAL;C/;0;0
728643.236;4372650.467;ACTOR ENRIQUE RAMBAL;C/;252;4
728666.306;4372721.09;ACTOR ENRIQUE RAMBAL;C/;252;4
727529.36;4372010.34;ACTOR LLORENS;C/;250;4
727573.772;4372134.599;ACTOR LLORENS;C/;251;4
727598.46;4372203.849;ACTOR LLORENS;C/;250;4
729260.84;4372701.156;ACTOR MAURI;C/;343;1
729182.891;4372723.852;ACTOR MAURI;C/;341;1
729119.509;4372745.261;ACTOR MAURI;C/;342;2
725566.132;4374029.44799999986;ACTOR MORA;C/;8;2
725677.597;4374045.85;ACTOR MORA;C/;8;2
725739.347;4374054.599;ACTOR MORA;C/;8;2
725329.601;4372368.792;ACTOR RIVELLES;C/;0;0
728279.175;4372526.56699999981;ACTRIZ ENCARNA MAÑEZ;C/;74;2
728290.644;4372561.06699999981;ACTRIZ ENCARNA MAÑEZ;C/;70;2
728306.237;4372605.565;ACTRIZ ENCARNA MAÑEZ;C/;71;2
726447.354;4370457.747;ACTRIZ PEPITA SERRADOR;C/;300;2
726488.341;4370386.68;ACTRIZ PEPITA SERRADOR;C/;300;2
727007.199;4367606.02099999972;ADOR;C/;81;1
727096.575;4368036.489;ADOR;C/;248;2
727058.484;4367891.404;ADOR;C/;260;2
727035.041;4367760.659;ADOR;C/;260;2
727017.576;4367663.519;ADOR;C/;259;2
725429.618;4372419.108;ADRESADORS;C/;0;0
725445.33;4372409.6;ADRESADORS;C/;0;0
725408.087;4372428.358;ADRESADORS;C/;0;0
725461.242;4372396.358;ADRESADORS;C/;0;0
725486.024;4372379.358;ADRESADORS;C/;0;0
730042.252;4371562.37399999984;"ADUANA, LA";C/;312;1
730072.894;4371565.13;"ADUANA, LA";C/;43;1
730053.557;4371516.92899999954;"ADUANA, LA";C/;88;2
727145.488;4370993.68499999959;ADZANETA;C/;298;3
727177.259;4371011.69699999969;ADZANETA;C/;120;4
727162.143;4371038.39;ADZANETA;C/;119;4
727187.391;4370993.571;ADZANETA;C/;119;4
722414.08;4380387.422;"AGRUPACIO MUSICAL DE MASSARROJOS, DE L`";C/;94;4
722402.754;4380583.62399999984;"AGRUPACIO MUSICAL DE MASSARROJOS, DE L`";C/;94;4
724529.105;4374600.599;AGULLENT;C/;337;4
724444.519;4374633.59499999974;AGULLENT;C/;339;4
729163.861;4373597.013;AGUSTI ALAMAN I RODRIGO (MUSIC);C/;341;2
729356.898;4373531.93;AGUSTI ALAMAN I RODRIGO (MUSIC);C/;341;2
728855.756;4373701.75499999989;AGUSTI ALAMAN I RODRIGO (MUSIC);C/;341;2
726045.632;4374850.84499999974;AGUSTIN LARA;C/;154;4
726002.482;4374871.761;AGUSTIN LARA;C/;154;3
726113.873;4374822.318;AGUSTIN LARA;C/;160;3
724719.571;4370624.622;AGUSTIN SALES;C/;58;4
726999.496;4367169.238;AGUSTIN VELARTE MORTE;C/;80;9
727044.091;4367348.113;AGUSTIN VELARTE MORTE;C/;261;9
724571.82;4370587.14099999983;AGUSTINA DE ARAGON;C/;147;4
724708.263;4370507.074;AGUSTINA DE ARAGON;C/;157;4
726160.402;4373809.433;AIRE;C/;0;0
724031.69;4374754.546;AITANA;C/;60;3
726459.292;4369365.747;ALABAU Y ARCE;C/;354;2
725976.696;4368071.917;ALABAU;C/;179;1
726038.331;4368072.14699999988;ALABAU;C/;184;1
725894.676;4368072.90799999982;ALABAU;C/;180;1
726145.502;4368076.91899999976;ALABAU;C/;350;2
725852.301;4368094.40799999982;ALABAU;C/;261;2
726245.025;4368064.848;ALABAU;C/;356;2
723714.259;4374182.81;"ALACANTI, L´";C/;0;0
726695.532;4367761.03299999982;"ALACREUS, DELS";C/;265;2
728594.586;4370597.848;ALAMEDA;C/;6;1
728060.424;4370842.94699999969;ALAMEDA;C/;320;1
727837.438;4371029.95;ALAMEDA;C/;320;1
728310.306;4370665.12299999967;ALAMEDA;C/;150;1
728435.066;4370619.609;ALAMEDA;C/;167;1
727511.41;4371220.14099999983;ALAMEDA;C/;339;1
727160.627;4371842.65;ALAMEDA;C/;293;1
726842.024;4372448.102;ALAMEDA;C/;33;1
726816.088;4372497.553;ALAMEDA;C/;214;1
727085.395;4372021.84399999958;ALAMEDA;C/;292;1
727303.607;4371540.64;ALAMEDA;C/;72;1
726697.369;4372676.60099999979;ALAMEDA;C/;37;1
727283.822;4371433.389;ALAMEDA;C/;296;2
726808.024;4372459.102;ALAMEDA;C/;303;2
726857.938;4372383.89699999988;ALAMEDA;C/;304;2
726903.773;4372315.102;ALAMEDA;C/;304;2
727151.341;4371787.472;ALAMEDA;C/;293;2
726909.792;4372342.621;ALAMEDA;C/;32;2
727050.825;4372020.48199999984;ALAMEDA;C/;294;2
727973.215;4370926.72;ALAMEDA;C/;55;2
726734.025;4372570.852;ALAMEDA;C/;304;2
726568.558;4372820.557;ALAMEDA;C/;303;2
726893.178;4372406.444;ALAMEDA;C/;123;4
727029.273;4372193.10099999979;ALAMEDA;C/;121;4
727757.764;4371121.82799999975;ALAMEDA;C/;138;4
728074.796;4370851.74299999978;ALAMEDA;C/;140;4
727936.456;4370968.224;ALAMEDA;C/;140;4
727982.767;4370929.609;ALAMEDA;C/;141;4
727841.203;4371049.17499999981;ALAMEDA;C/;139;4
727349.054;4371433.91299999971;ALAMEDA;C/;297;4
727086.317;4371977.81599999964;ALAMEDA;C/;173;4
726850.055;4372486.60099999979;ALAMEDA;C/;112;4
726971.461;4372284.60099999979;ALAMEDA;C/;123;4
727242.713;4371650.21399999969;ALAMEDA;C/;113;4
726688.931;4372739.309;ALAMEDA;C/;124;4
726764.493;4372625.85099999979;ALAMEDA;C/;124;4
726824.368;4372535.60099999979;ALAMEDA;C/;124;4
726596.745;4372877.35099999979;ALAMEDA;C/;124;4
724407.925;4374707.43099999987;"ALAMO, EL";C/;239;4
724381.504;4374642.591;"ALAMO, EL";C/;250;4
724389.86;4374665.609;"ALAMO, EL";C/;249;4
724360.493;4374584.85699999984;"ALAMO, EL";C/;250;4
723554.681;4368475.25399999972;ALBA;C/;173;2
724397.526;4368355.911;ALBA;C/;173;2
724364.87;4368359.911;ALBA;C/;173;2
724334.714;4368363.411;ALBA;C/;174;2
724299.185;4368368.16;ALBA;C/;171;2
724143.312;4368391.886;ALBA;C/;171;2
724542.416;4368336.51499999966;ALBA;C/;173;2
724245.622;4368376.411;ALBA;C/;171;2
724452.026;4368348.911;ALBA;C/;172;2
723943.394;4368420.036;ALBA;C/;172;2
724504.745;4368341.661;ALBA;C/;172;2
723712.345;4368452.809;ALBA;C/;172;2
724978.859;4371335.866;ALBACETE;C/;240;1
725040.985;4371443.365;ALBACETE;C/;240;1
725093.68;4371534.39699999988;ALBACETE;C/;240;1
725155.768;4371641.614;ALBACETE;C/;240;1
724928.345;4371248.35599999968;ALBACETE;C/;60;4
724408.41;4371808.609;ALBAIDA;C/;245;3
724475.453;4371572.944;ALBAL;C/;317;3
729186.704;4372112.864;ALBALAT DELS SORELLS;C/;0;0
728097.712;4373208.541;ALBALAT DELS TARONGERS;C/;3;2
728206.937;4373210.733;ALBALAT DELS TARONGERS;C/;1;2
728141.481;4373210.126;ALBALAT DELS TARONGERS;C/;359;2
728024.403;4373205.09;ALBALAT DELS TARONGERS;C/;2;2
727946.132;4373202.359;ALBALAT DELS TARONGERS;C/;2;2
727869.867;4373200.099;ALBALAT DELS TARONGERS;C/;3;2
728406.61;4373155.739;ALBALAT DELS TARONGERS;C/;160;4
728643.058;4373072.182;ALBALAT DELS TARONGERS;C/;160;4
728563.067;4373099.797;ALBALAT DELS TARONGERS;C/;162;4
721599.741;4375859.946;ALBARRACIN;C/;108;9
727053.773;4372240.35099999979;ALBENTOSA;C/;33;3
724652.27;4371887.365;ALBERIQUE;C/;301;4
724729.446;4371756.89699999988;ALBERIQUE;C/;301;4
724590.302;4371991.865;ALBERIQUE;C/;301;4
724537.367;4372080.88399999961;ALBERIQUE;C/;301;4
726316.823;4370525.57199999969;ALBEROLA;C/;174;4
726887.928;4367015.014;ALBERTO GISBERT (PINTOR);C/;341;2
726840.325;4374049.246;ALBOCACER;C/;178;1
726608.627;4374206.347;ALBOCACER;C/;136;4
726550.696;4374259.372;ALBOCACER;C/;138;4
726492.429;4374311.213;ALBOCACER;C/;137;4
726740.688;4374088.597;ALBOCACER;C/;138;4
726662.924;4374154.735;ALBOCACER;C/;136;4
722014.092;4375323.098;ALBORACHE;C/;0;0
722015.905;4375342.598;ALBORACHE;C/;34;4
722023.748;4375329.598;ALBORACHE;C/;85;4
726600.798;4374354.922;ALBORAYA C.V.;C/;48;1
726469.212;4374276.767;ALBORAYA C.V.;C/;36;1
726546.752;4374305.99899999984;ALBORAYA C.V.;C/;20;1
726401.22;4374225.325;ALBORAYA C.V.;C/;43;1
726127.343;4373509.10099999979;ALBORAYA;C/;70;1
726258.344;4373872.349;ALBORAYA;C/;70;1
726289.407;4373954.348;ALBORAYA;C/;68;1
726234.107;4373805.10599999968;ALBORAYA;C/;70;1
726065.807;4373372.883;ALBORAYA;C/;61;1
726207.375;4373731.099;ALBORAYA;C/;70;1
726173.031;4373635.85;ALBORAYA;C/;70;1
726320.937;4374034.07;ALBORAYA;C/;68;1
726336.657;4374074.411;ALBORAYA;C/;67;1
726356.267;4374127.946;ALBORAYA;C/;70;1
731281.001;4354793.114;ALBUFERA;C/;88;1
731266.808;4354688.00299999956;ALBUFERA;C/;70;4
728956.038;4381084.28;ALBUIXECH A MAHUELLA;C/;67;2
728852.186;4381191.12399999984;ALBUIXECH A MAHUELLA;C/;349;2
729132.497;4381101.552;ALBUIXECH A MAHUELLA;C/;338;2
727713.852;4372641.31;ALBUIXECH;C/;252;4
727697.66;4372593.269;ALBUIXECH;C/;251;4
727687.905;4372565.07199999969;ALBUIXECH;C/;251;4
727727.371;4372682.824;ALBUIXECH;C/;252;4
723091.153;4372232.44199999981;ALCACER;C/;165;1
722990.119;4372241.334;ALCACER;C/;346;1
722781.391;4372306.069;ALCACER;C/;77;1
722793.359;4372296.887;ALCACER;C/;345;1
722671.988;4372330.084;ALCACER;C/;342;1
722738.354;4372311.36199999973;ALCACER;C/;345;1
722852.311;4372279.45299999975;ALCACER;C/;343;1
722930.975;4372256.90799999982;ALCACER;C/;345;1
723089.932;4372216.081;ALCACER;C/;346;4
722956.556;4372267.137;ALCACER;C/;166;4
722717.459;4372329.79;ALCACER;C/;165;4
723014.462;4372243.956;ALCACER;C/;102;4
722841.63;4372296.426;ALCACER;C/;166;4
722899.312;4372273.38399999961;ALCACER;C/;261;4
724669.639;4368960.98699999973;ALCALA DE CHIVERT;C/;165;1
724052.899;4372449.114;ALCALDE ALBORS;C/;211;1
729125.945;4371827.506;ALCALDE CANO COLOMA;C/;70;1
729087.07;4371723.508;ALCALDE CANO COLOMA;C/;68;1
727162.674;4373553.065;ALCALDE DOMINGO TORRES;C/;0;0
727210.666;4373578.279;ALCALDE DOMINGO TORRES;C/;0;0
727255.304;4373573.177;ALCALDE DOMINGO TORRES;C/;0;0
727207.81;4373554.097;ALCALDE DOMINGO TORRES;C/;0;0
726901.25;4370355.68099999987;ALCALDE GISBERT RICO;C/;239;2
726825.604;4370230.18099999987;ALCALDE GISBERT RICO;C/;238;2
726740.218;4370091.792;ALCALDE GISBERT RICO;C/;238;2
727093.013;4370644.926;ALCALDE GISBERT RICO;C/;57;4
727056.611;4370585.26599999983;ALCALDE GISBERT RICO;C/;59;4
727116.641;4370681.85599999968;ALCALDE GISBERT RICO;C/;58;4
727152.443;4370742.034;ALCALDE GISBERT RICO;C/;61;4
727243.428;4370892.966;ALCALDE GISBERT RICO;C/;59;4
727182.01;4370792.47599999979;ALCALDE GISBERT RICO;C/;58;4
726627.572;4369911.11199999973;ALCALDE GISBERT RICO;C/;240;9
726673.069;4369986.614;ALCALDE GISBERT RICO;C/;238;9
726550.641;4369813.599;ALCALDE GISBERT RICO;C/;211;9
724550.762;4374867.57699999958;ALCALDE GURREA;C/;215;3
727225.203;4371121.744;ALCALDE REIG;C/;301;1
727163.932;4371220.90199999977;ALCALDE REIG;C/;300;1
727101.206;4371333.184;ALCALDE REIG;C/;301;1
727051.101;4371446.621;ALCALDE REIG;C/;289;1
727181.082;4371225.56599999964;ALCALDE REIG;C/;121;4
727068.713;4371446.76499999966;ALCALDE REIG;C/;108;4
723543.175;4371902.371;ALCANTARA DEL JUCAR;C/;258;2
723548.303;4371936.47499999963;ALCANTARA DEL JUCAR;C/;349;2
725360.789;4375129.086;ALCAÑIZ;C/;0;0
725420.823;4374931.346;ALCAÑIZ;C/;288;4
725409.792;4374965.846;ALCAÑIZ;C/;288;4
725464.239;4374795.34;ALCAÑIZ;C/;288;4
725450.854;4374837.346;ALCAÑIZ;C/;288;4
725403.073;4374987.846;ALCAÑIZ;C/;287;4
725522.217;4374620.44099999964;ALCAÑIZ;C/;291;4
725436.448;4374882.596;ALCAÑIZ;C/;288;4
725482.165;4374739.347;ALCAÑIZ;C/;288;4
725502.039;4374677.097;ALCAÑIZ;C/;288;4
725395.511;4375013.346;ALCAÑIZ;C/;287;4
725378.411;4375070.745;ALCAÑIZ;C/;286;4
725006.375;4371810.35099999979;ALCIRA;C/;301;1
724946.583;4371911.613;ALCIRA;C/;301;1
729882.659;4372940.138;ALCOCEBER;C/;0;0
723694.285;4374149.886;"ALCOIA, L´";C/;0;0
723646.214;4374229.53699999955;"ALCOIA, L´";C/;0;0
725646.781;4371586.82;ALCOY;C/;120;4
724597.226;4374069.352;ALCUBLAS;C/;252;4
725825.182;4374920.04;ALCUDIA DE CRESPINS;C/;74;1
725832.196;4374853.846;ALCUDIA DE CRESPINS;C/;108;1
724369.827;4371319.87;"ALCUDIA, L´";C/;0;0
724393.747;4371304.31099999975;"ALCUDIA, L´";C/;0;0
724330.046;4371343.12;"ALCUDIA, L´";C/;150;4
722021.091;4375142.11699999962;ALDAYA;C/;93;1
722022.87;4375105.35099999979;ALDAYA;C/;93;4
727142.656;4374162.59499999974;ALEGRET;C/;172;4
727216.562;4374151.84499999974;ALEGRET;C/;171;4
729517.044;4371825.78699999955;ALEGRIA;C/;265;3
722928.959;4380075.18599999975;ALEJANDRO CABEZAS (MESTRE);C/;34;1
726703.644;4371459.37299999967;ALEJANDRO VI;C/;300;1
726741.487;4371394.60599999968;ALEJANDRO VI;C/;300;1
722335.773;4371935.65;ALEJANDRO VOLTA;C/;94;4
722376.253;4371800.257;ALEJANDRO VOLTA;C/;122;4
722347.902;4371853.234;ALEJANDRO VOLTA;C/;111;4
722338.883;4371894.22499999963;ALEJANDRO VOLTA;C/;96;4
722337.609;4371968.133;ALEJANDRO VOLTA;C/;80;4
722340.328;4372005.746;ALEJANDRO VOLTA;C/;89;4
726933.709;4373657.97599999979;ALEMANIA;C/;73;1
726918.419;4373609.47599999979;ALEMANIA;C/;95;1
726891.872;4373425.848;ALEMANIA;C/;249;4
726901.029;4373451.974;ALEMANIA;C/;252;4
726912.002;4373518.512;ALEMANIA;C/;252;4
725437.694;4375244.50399999972;ALEMANY;C/;199;4
725663.118;4375322.94699999969;ALEMANY;C/;198;4
725610.012;4375305.09399999958;ALEMANY;C/;199;4
725550.512;4375284.09399999958;ALEMANY;C/;200;4
725583.469;4375295.78199999966;ALEMANY;C/;199;4
725367.74;4375221.784;ALEMANY;C/;197;4
725263.526;4375188.238;ALEMANY;C/;198;4
725500.856;4375266.34399999958;ALEMANY;C/;199;4
724414.09;4367564.68599999975;ALEXANDRE LABORDE;C/;346;4
727065.808;4367304.273;ALFAFAR;C/;351;2
726958.085;4367297.42399999965;ALFAFAR;C/;3;2
727006.556;4367303.109;ALFAFAR;C/;15;9
726873.465;4374675.014;ALFAHUIR;C/;307;2
726429.378;4374324.78799999971;ALFAHUIR;C/;302;2
726395.632;4374286.26;ALFAHUIR;C/;27;1
726358.514;4374260.49299999978;ALFAHUIR;C/;39;1
726502.289;4374353.176;ALFAHUIR;C/;40;1
726559.122;4374398.847;ALFAHUIR;C/;37;1
726632.128;4374483.904;ALFAHUIR;C/;342;1
726736.597;4374536.796;ALFAHUIR;C/;37;1
726673.956;4374488.353;ALFAHUIR;C/;41;1
726454.289;4374315.86099999957;ALFAHUIR;C/;34;1
726420.314;4374292.336;ALFAHUIR;C/;30;1
726622.9;4374447.78299999982;ALFAHUIR;C/;38;1
727106.585;4374849.183;ALFAHUIR;C/;38;1
726929.865;4374697.74199999962;ALFAHUIR;C/;46;1
726835.235;4374614.89099999983;ALFAHUIR;C/;40;1
726997.226;4374762.842;ALFAHUIR;C/;41;1
726461.115;4374379.96399999969;ALFAHUIR;C/;219;4
726556.56;4374454.99899999984;ALFAHUIR;C/;217;4
726414.144;4374342.11199999973;ALFAHUIR;C/;215;4
726394.566;4374326.045;ALFAHUIR;C/;230;4
726622.935;4374506.087;ALFAHUIR;C/;218;4
726382.117;4374299.241;ALFAHUIR;C/;214;4
727113.865;4374889.83299999963;ALFAHUIR;C/;218;4
726668.494;4374541.734;ALFAHUIR;C/;218;4
726778.555;4374628.11799999978;ALFAHUIR;C/;218;4
726345.724;4374272.468;ALFAHUIR;C/;218;4
726664.763;4374510.53699999955;ALFAHUIR;C/;160;4
726932.095;4374748.21899999958;ALFAHUIR;C/;218;4
725681.657;4373603.329;ALFAMBRA;C/;0;0
725680.282;4373689.60099999979;ALFAMBRA;C/;274;4
726294.671;4370159.569;ALFARA DE ALGIMIA;C/;299;3
724852.74;4374773.2;ALFARA DEL PATRIARCA;C/;108;1
724920.851;4374579.598;ALFARA DEL PATRIARCA;C/;108;2
724888.004;4374683.241;ALFARA DEL PATRIARCA;C/;108;2
729106.485;4380617.29;ALFARP;C/;68;9
721198.824;4375585.213;ALFARRASI;C/;210;1
721321.722;4375658.962;ALFARRASI;C/;25;4
721384.647;4375690.491;ALFARRASI;C/;28;4
724492.662;4373929.103;ALFONS VERDEGUER;C/;30;4
724533.412;4373955.603;ALFONS VERDEGUER;C/;39;4
727132.276;4372974.849;ALFONSO DE CORDOBA;C/;161;4
726216.13;4372507.36099999957;ALFONSO EL MAGNANIMO;C/;77;2
726167.014;4372529.60599999968;ALFONSO EL MAGNANIMO;C/;260;4
726196.721;4372542.89599999972;ALFONSO EL MAGNANIMO;C/;168;4
726160.805;4372495.355;ALFONSO EL MAGNANIMO;C/;260;4
726219.118;4372456.604;ALFONSO EL MAGNANIMO;C/;69;4
726165.867;4372385.855;ALFONSO EL MAGNANIMO;C/;354;4
726198.711;4372404.605;ALFONSO EL MAGNANIMO;C/;69;4
726155.43;4372465.605;ALFONSO EL MAGNANIMO;C/;260;4
726149.336;4372431.855;ALFONSO EL MAGNANIMO;C/;260;4
726143.649;4372400.605;ALFONSO EL MAGNANIMO;C/;260;4
725583.375;4374431.575;ALFONSO PEÑA;C/;107;1
725558.388;4374513.23699999973;ALFONSO PEÑA;C/;107;4
725598.362;4374383.78899999987;ALFONSO PEÑA;C/;107;3
722946.262;4379908.119;ALFONSO ROIG (RECTOR);C/;34;1
727958.569;4371267.14599999972;ALFRED TORAN I OLMOS (ESCULTOR);C/;256;1
727901.781;4371034.543;ALFRED TORAN I OLMOS (ESCULTOR);C/;0;0
727920.508;4371114.241;ALFRED TORAN I OLMOS (ESCULTOR);C/;256;4
727445.998;4372323.421;ALFREDO CANDEL (RECTOR PARROQUIA SANTA ANNA);C/;70;4
727437.424;4372381.66;ALFREDO CANDEL (RECTOR PARROQUIA SANTA ANNA);C/;163;4
723917.36;4371623.371;ALFREDO CULLA;C/;0;0
723907.728;4371538.78;ALFREDO CULLA;C/;275;2
724544.61;4368068.41899999976;ALGAR DEL PALANCIA;C/;346;4
724633.231;4368047.91299999971;ALGAR DEL PALANCIA;C/;168;3
724404.705;4376406.716;ALGARIN;C/;3;2
729404.181;4369251.48199999984;ALGEMESI;C/;256;3
726237.337;4370122.82199999969;ALGIMIA DE ALFARA;C/;29;4
727190.101;4372510.846;ALGINET;C/;75;4
728716.419;4372361.53699999955;"ALGUER, L´";C/;161;4
728670.701;4372377.54;"ALGUER, L´";C/;161;4
728921.177;4372289.764;"ALGUER, L´";C/;162;4
728798.637;4372332.531;"ALGUER, L´";C/;160;4
728839.418;4372318.278;"ALGUER, L´";C/;161;4
728766.2;4372344.034;"ALGUER, L´";C/;161;4
728618.49;4372395.59399999958;"ALGUER, L´";C/;161;4
725637.394;4371734.36099999957;ALICANTE;C/;256;1
725594.549;4371559.86199999973;ALICANTE;C/;256;1
725673.895;4371882.86;ALICANTE;C/;256;1
724532.505;4370220.876;ALMACERA;C/;335;4
724389.181;4370288.06099999975;ALMACERA;C/;335;4
724461.505;4370254.126;ALMACERA;C/;335;4
725044.993;4372511.86;ALMANSA;C/;0;0
725554.272;4372109.859;ALMAS;C/;0;0
725504.931;4372140.95799999963;ALMAS;C/;0;0
726048.264;4373795.398;ALMAZORA;C/;0;0
726225.963;4374102.491;ALMAZORA;C/;76;1
726275.024;4374153.352;ALMAZORA;C/;41;1
726129.025;4373917.318;ALMAZORA;C/;68;1
725996.661;4373625.802;ALMAZORA;C/;66;1
726119.083;4373893.046;ALMAZORA;C/;68;1
726022.188;4373681.32199999969;ALMAZORA;C/;65;1
726056.812;4373762.46499999985;ALMAZORA;C/;70;1
725972.43;4373619.023;ALMAZORA;C/;336;1
726195.453;4374061.47499999963;ALMAZORA;C/;61;1
726183.298;4374084.116;ALMAZORA;C/;331;1
726327.58;4374200.855;ALMAZORA;C/;43;1
726217.284;4374089.199;ALMAZORA;C/;40;1
726230.446;4374109.148;ALMAZORA;C/;41;1
726087.033;4373822.099;ALMAZORA;C/;63;1
726161.316;4373984.051;ALMAZORA;C/;67;1
726108.497;4373866.888;ALMAZORA;C/;68;1
725965.028;4373555.502;ALMAZORA;C/;66;1
725992.353;4373615.903;ALMAZORA;C/;66;1
725933.658;4373585.352;ALMAZORA;C/;243;4
726085.099;4373926.91899999976;ALMAZORA;C/;247;4
725958.322;4373639.25299999956;ALMAZORA;C/;253;4
726050.841;4373852.64;ALMAZORA;C/;244;4
726111.372;4373932.399;ALMAZORA;C/;173;4
726212.501;4374135.835;ALMAZORA;C/;146;4
726134.889;4374033.82199999969;ALMAZORA;C/;245;4
726165.022;4374107.621;ALMAZORA;C/;266;4
726199.149;4374159.052;ALMAZORA;C/;230;4
726170.02;4374125.971;ALMAZORA;C/;231;4
726278.663;4374247.904;ALMAZORA;C/;230;4
726245.561;4374211.264;ALMAZORA;C/;227;4
726009.555;4373764.619;ALMAZORA;C/;246;4
725981.271;4373642.49299999978;ALMAZORA;C/;155;4
726079.038;4373912.221;ALMAZORA;C/;249;4
726096.195;4373951.15;ALMAZORA;C/;245;4
725976.488;4373691.001;ALMAZORA;C/;246;4
725264.773;4369844.73599999957;ALMENAR;C/;348;2
725339.227;4369828.77;ALMENAR;C/;349;2
725389.645;4369817.293;ALMENAR;C/;347;2
725454.87;4369802.177;ALMENAR;C/;348;2
726422.98;4371719.62;ALMIRANTE CADARSO;C/;120;4
726488.72;4371603.343;ALMIRANTE CADARSO;C/;118;4
728964.895;4371525.63;ALMIRANTE CRUILLES;C/;160;4
729024.304;4371503.88499999978;ALMIRANTE CRUILLES;C/;160;4
728882.603;4371555.273;ALMIRANTE CRUILLES;C/;161;4
728809.947;4371581.028;ALMIRANTE CRUILLES;C/;340;3
725972.366;4372920.643;ALMIRANTE;C/;0;0
726016.176;4372904.22599999979;ALMIRANTE;C/;0;0
724198.92;4374693.599;ALMISERAT;C/;42;1
724241.233;4374731.349;ALMISERAT;C/;42;1
724272.177;4372063.866;ALMOINES;C/;288;1
724281.647;4372117.116;ALMOINES;C/;249;1
725820.148;4372925.95799999963;ALMOYNA;C/;0;0
725837.553;4372871.951;ALMOYNA;C/;0;0
725166.123;4370380.36;ALMUDAINA;C/;166;3
725899.758;4372940.92399999965;ALMUDIN;C/;0;0
725841.402;4372951.104;ALMUDIN;C/;0;0
721978.089;4375128.6;ALMUSAFES;C/;355;4
722009.058;4375127.1;ALMUSAFES;C/;90;9
722032.282;4375862.599;ALPUENTE;C/;207;2
722069.501;4375879.849;ALPUENTE;C/;203;2
721993.688;4375841.849;ALPUENTE;C/;210;2
721948.594;4375797.94;ALPUENTE;C/;51;4
726662.425;4378268.03;ALQUERIA ALTA;C/;279;9
726656.873;4378307.741;ALQUERIA ALTA;C/;81;9
726953.828;4378292.963;ALQUERIA ALTA;C/;172;9
726576.705;4378309.036;ALQUERIA ALTA;C/;341;9
726564.558;4378378.233;ALQUERIA ALTA;C/;340;9
726458.718;4378349.45299999975;ALQUERIA ALTA;C/;342;9
725320.019;4375891.108;ALQUERIA CASANI;C/;53;9
726333.749;4374963.893;"ALQUERIA CREMA, L´";C/;0;0
726311.341;4374937.25299999956;"ALQUERIA CREMA, L´";C/;50;3
723613.778;4368490.459;ALQUERIA DE ALBA;C/;260;3
726810.388;4367853.90699999966;ALQUERIA DE AZNAR;C/;165;1
726838.784;4367848.105;ALQUERIA DE AZNAR;C/;171;1
726893.327;4367839.166;ALQUERIA DE AZNAR;C/;171;1
726550.385;4367918.086;ALQUERIA DE AZNAR;C/;320;2
726933.021;4367832.77599999961;ALQUERIA DE AZNAR;C/;173;4
724802.134;4368848.49299999978;ALQUERIA DE BENIMASOT;C/;258;2
724821.391;4368926.153;ALQUERIA DE BENIMASOT;C/;254;3
723712.886;4371089.37799999956;ALQUERIA DE BENLLOCH;C/;146;1
723892.193;4371251.55;ALQUERIA DE BENLLOCH;C/;218;1
723710.864;4371052.98199999984;ALQUERIA DE BENLLOCH;C/;56;4
726851.958;4375640.98599999957;ALQUERIA DE CAMPANETA;C/;330;9
726497.169;4375992.609;ALQUERIA DE CAMPANETA;C/;353;9
725225.819;4378915.03199999966;ALQUERIA DE CHILET;C/;1;2
724770.603;4378894.42399999965;ALQUERIA DE CHILET;C/;4;2
725489.935;4378692.354;ALQUERIA DE CHILET;C/;332;9
725404.601;4378695.89;ALQUERIA DE CHILET;C/;1;9
723758.048;4369248.951;ALQUERIA DE CHINER;C/;172;9
